Tweet,Class
عجباً لقوم لا يمكنه التمييز بين المحسن والمستغل ,normal
والله نحنا رح نجن ,normal
ثقافة الذبح ليست من شيم جبران باسيل,normal
كل عمرك انت ومعلمك واقفين بلدور حتى تقبض من هل صندوق ,normal
شكلي دعست على دنبو بالغلط تاج راسي,abusive
منيح تعلمت شي منيح من الفرس الصبر ,normal
ايران هي المسؤله رقم واحد عن تعطيل العهد و مع هيك استاذ جبران باسيل مصر على مصلحه ايران مع الطبيع مع سوريا حتى تفتح…,normal
خليكن بزقوا ع بعضكن ع اساس انت منزه يا عنصري اذا بدك تنشهر ع حساب اهانة الناس من السعودية للشعب الفلسطيني وقت التصويت بآراب أيدول وغيرو وخبرنا لي حذفت تغريداتك ضد باسيل وقت حكي عن الرئيس بري   هيدي مش حرية اعلام   هيدي الكمية لي حكيت ع,abusive
ضاربة الحمي بالنخاشيش    ,normal
يا عم ليه عم تشولح زبالتك من شباك السيارة لأن بطبعي نضايفي وما بطيق شوف زبالة  ,normal
كلمة الوزير جبران باسيل تمثل الجميع لكن ع شو مختلفين يا عمي القمة الإقتصادية العربية,normal
بدي تاكل هوا و بس,abusive
خراس ما الك علاقة,abusive
ايييه هيك حلم جبران باسيل بدو يعمل هيك,normal
ما انتو بحد ذاتكم الباطل عن اي حق عم تحكي يا جلبوط ,abusive
على أساس انتي احسن من البدو اول شي يكون عندك كهربا بعدين بنعيب على الناس ,normal
اديشك فزيعه بهالطله رعبتينا ,normal
صرتي زبالة,abusive
"الحياة عربة وانت مجازيا مو حرفيا، محشوم اخي الكريم كلب مربوط بها، والعربة ماشية فبتحب تمشي معها بكيفك أو بتحب تنشحط بالزور، لك كامل الخيار",abusive
روح كول  هوا حاج تهلوس بقى,abusive
السيد والرئيس وليش عم تشددددد دخلك كل حجمك أرنب عند معلمك بالقرداحة,abusive
العما بقلبك قديش بتحب بلبهدلة وئام وهاب انت حقير وكلب وشرشوح وانت قمة الزباله حقير حقير حقير ,abusive
"معالي الوزير إن لبنان لن تقوم له قائمة ، هذا ما قاله احد اكبر العرفاء بالشؤون السياسية عام … ",normal
شيل عينك عن لبنان انت و كل كلب متلك حكايتك و غير هيك انشالله بتنباع بالعزى,abusive
يرثها عباد الله الصالحين ,normal
إذا كان حسن نصرالله شكر جبران باسيل حقيقي,normal
"بعد صدور القرار الاميركي بمعاقبة داعمي الاسد في اعادة الإعمار ، أنباء عن انعقاد مؤتمر لاعادة إعمار سوريا في العاصمة اليمني…",normal
جبران باسيل الوزير الملك تحياتي لك صديقي الطيب,normal
"إنها مدرسة الوفاء ، مدرسة ميشال عون ، تحية الى السيّد ، سيّد الصدق والأخلاق والشرف والى حامل الامانة جبران باسيل …",normal
مش أحسن من شوفت جبران باسيل وعمه    ,normal
جبران باسيل هو كلب نابح للإيرانيين ولا تهمه مصلحة لبنان مثله مثل رئيسه ميشيل عون,abusive
التيار الوطني الحر ميشال عون,normal
شو هم الكبار من حكي الصغار الوزير الملك جبران باسيل أنت كبير وبتضلك كبير لأنك إنسان شهم ومتواضع,normal
عم بيهاجمو جبران باسيل حقنا نرد ونقللن انو اعلامكم مرتهن وفاجر,abusive
طيب ياخي تلحس انت ويلي لاحقك علم لا ينفع متل الخرى بس شغل صف كلام بلا اي طعمة,abusive
من راقب الناس مات هما قررررررر ربت يا وءام ,normal
لا تجحش محسوبك اجحش خخخخخ,abusive
علي كول هوا من بعد امرك,abusive
بس أهضمن راشيل وينعاد عليكي,normal
اللهم عليك بالحكام العرب و راموس,normal
خبر يبشر بالخير وببدء بناء الدولة ,normal
السوريون كل بلاد الشام شعب مضياف أغاث الأرمن من قبل,normal
طز بهيك اوطان حكامها عملاء طز بحكام العرب من المحيط الى الخليج,abusive
اكيد حتى جبران باسيل لا يرضى به,normal
وانا بقترح تروح عند حكيم بيطري لان الظاهر انك موجوع كتير    ,abusive
ليك يا جربوع يا صرمايه يا واطي بس يخلص فلمك بدن بحرقوق حرق وتصير تولول متل النسوان وينك يا عثمان دخيل ا… ,abusive
لا ولو النازحين بيستهلكوا   ميغاواط خلي الأرقام دقيقة,normal
طبيعي تكتشف ناس دجالين بحياتك بس المش طبيعي تكتشف فيهن هالشي وينسّوك ياه كل مرة 😀 ,normal
"متى كان وهاب وطنى، فلا يزيد على انه احد أحذية نصر الشيطان في لبنان فلا تجعل منه وطنى لانه هاجم… ",abusive
ومتل كل مرة السبب في النهاية يكون وراءه نفس الطاقم السياسي ,normal
قلتلك ألف مرة إنو تفكر قبل ما تحكي أو تتصرف أو تلعب بالنار العقاب لوهاب وهاب قاتل ابو دياب ,normal
هيدا ايراني فارسي يهودي من احفاد القرده و الخنازير,hate
"ايا شي لو شحاطة،، مهم من ريحة الغالي عليهم   مش ناقصنا سياستن جابولنا حدا اسمو شيخ وعملوه… ",normal
و الله منو قليل جبران باسيل جالطكن انتو كمان    ,normal
قبل ما يموت كزا واحد من آل سعود رئيسنا ما راح يموت والله ليجننكم ولح تبوسي صرماية كل سوري يا هبلة,abusive
انشالله يا بيتر كل السياسيين إلى زوال اولهم جبران باسيل والتيار العوني وبعدين منفكر نرجع نعيش بلبنان,normal
وايضا اذا موجوع قلبك على الارهابية من داعش وجبهة النصرة الي قتلهم الجيش السوري ولي تم ترحيل من… ,normal
على الأقل دحلان بالنهايةعربي قح وليس اسرائيلي كما زلمتكم عزمي   ,normal
الله لا يوفقوا ,normal
جبران باسيل لديك الف متابع مش لأنهم بيحبوك بس ليشوفوا الجحشنة تبعك بالتغريد,abusive
شو ناويين تغتالوه كما اغتلتم وسام الحسن؟ ,normal
والله يا سيد نديم ما أحيون منك ومن لحيسة صرامي السعوديين إلا هوديك الخنازير جماعة حزب الشيطان وأبو جهل تبعهم الله يلعنكم انتو التنين خربتو البلد وشردتو العالم يا ولاد ال كلب,hate
مركز البحوث اللي اتدمر لإلنا مو للنظام لازم نزعل انه اتدمر منين رح نجيب اجهزة وابحاث بس تخلص الحرب هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه اخ يا خواصري خخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخ,normal
كبيييييره  ,normal
انا حدا مأدبة وبحاول ما اغلط بالحكي بس لمن شوف هيد وهيديك عبداللطيف ما فيني ما قول كول هوا احترامي صفاء   ,abusive
والله انا متفاجئة كيف بعدو مطول بالو عليك وهذا يحسب له   ,normal
نرجوا من جميع محبين الدوله واللواء عثمان عدم الرد على هذا الموتور حتى لا يعطى قيمة اكبر من حجمه وشكراً ,normal
