Comment,Majority_Label
ذهب العرب لتحرير فلسطين .. فخسروا سيناء ..!؟ ذهب العرب لتحرير فلسطين وسيناء فخسروا الجولان أيضاً !؟ ذهب العرب لتحرير فلسطين وسيناء والجولان فخسروا غور الأردن أيضاً !؟ ذهب العرب لتحرير فلسطين وسيناء والجولان وغور الأردن ؟! فخسروا الجنوب اللبناني أيضاً !؟ ثم قررت الشعوب العربية أن تقوم بثورة على حكامها الخونة وأعلنوا عن الربيع العربي .. فحولوا كل أيامنا إلى صيف حارق !؟ نادوا على الجهاد والفوز بالجنة .. جعلوا كل أيامنا جنهم وسعير وسقر !؟ نادوا على تطبيق الشريعة الإسلامية .. جعلوا الناس تكره الدين !؟ ,Non-Offensive
@User.IDX كلام فارغ الزنجية هذي قبل اسبوع اعتذرت لإسرائيل بس راح يطبلون لها قطيع الاخونجية 👇 <url> ,Offensive
@User.IDX حزين جدآ ان تكون بلاد الحرمين البقره الحلوب حق ترامب ,Non-Offensive
اذا كانت الرويا فيها خير علئ كل انسان عايش علئ هذه لارض الله يوفقهم ,Non-Offensive
@User.IDX وقوف قناة الجزيرة وقطر مع هذه المظاهرات هي دلالة بأنها ستكون إيجابية للسودان والجزائر لأنكم انكشفتوا للعرب ياخونة العرب وأصبحت الشعوب واعيه بعد تحريضكم بالربيع العربي ,Non-Offensive
هيئة تحرير الشام ليست النصرة فقط ولكن تريدون اختزالها بالنصرة لكي تقولوا انها منظمة ارهابية ! ,Non-Offensive
@User.IDX احذر السعودية قبل ان تصب عضبها .. ,Non-Offensive
@User.IDX المسكين هو كان مخطف من طرف هذاك سلمان . إذا هو لا حول ولا قوة 🤕 ,Non-Offensive
هاي كل كم يوم اروح اسبح هناك اني من حمام علي😁😁✌🇮🇶 ,Non-Offensive
@User.IDX كل هذا عشان نامق انطرد😂 <url> ,Non-Offensive
داليا ضهرت في فيديو المذكرة حقت سوف نركب القارب ,Non-Offensive
@User.IDX قوات الاحتلال التركية في قطر مع من ستقف ؟ ,Non-Offensive
كنت ما اتابع مذكراتك ويمكن هذي اول مرة جداً عجبتني ما توقعتها كذا او يمكن حظي حلو ,Non-Offensive
عمر يعطيك العافيه بس في شي ما فهمته اول الفيديو تقول ما بتجيب حزام عشان التوفير اللي تكلمت عليه في فيديو سابق وانه بتجيب قميص واحد اهم من الحزام ولما رحت جبت 3 قمصان بس لانك محتار في اللون ؟؟؟!!! (احترم عقلي ) ,Non-Offensive
فيديو على الجرح شكراً عمر حسين كلماتك غير🌹🌹 ,Non-Offensive
"أشكر لك جرأتك على طرح الموضوع، وعن تجربة لمن كنت في عمر المتوسط وطرأ على بالي تساؤلات كيف وكيف.. لقيت صد من امي واعطتني اجوبة غير محددة واضطربت ألجأ لصديقات الدراسة وأعطوني معلومات اكتر من الي كنت احتاجها.. انا الان عمري ٣١ ومقربة من اختي ١٥ سنة ودايما بحاول اني اكون معاها عشان لا يسير معاها زي الي سار معايا.. ",Non-Offensive
@User.IDX احلى انقلاب واحلى قفا للخرفان ,Offensive
الاسلام بعيد كل البعد عن مثل هذه الافعال المنافيةلتعاليم ديننا الحنيف اضن ان فرنسا تدفع ثمن افعالها وتحريضها اثناء مايسمى بالثورات العربيةوحقدها على المسلمين فالعرب هم صنعو داعش لتدمير وسوريا وليبيا وتونس وحتى الجزاير لكن ما صنعو سيدمرهم (ويمكرون ويمكر الله والله خير الماكرين) ,Non-Offensive
عربي +AJ #نيكولاس عامللي بلوك ع صفحتك الشخصيه ليش 😂 بتذكر مره كتبت كومنت و من بعده بطلت اشوفك 😅 شكله الكومنت ضايقك 😒 ,Non-Offensive
@User.IDX كم حجم الصادرات من الغاز القطري للصين ,Non-Offensive
الله يصبر السوريين الذين لم يدخلو الحرب امثال هذا العم ويريحهم من هالهمجية وينتقم من كل ظالم ,Non-Offensive
مشكلة بسيطة تاتى ايام معدودة وتزول اشبه بالهجمة وتنتهى ,Non-Offensive
اهمشي الطحلبي ذاكك انجلد وعنده ثلاثه دوري لا اشويه تحسنت حالته😂😂💔 ,Non-Offensive
@User.IDX نعم انها المغرب الاذان بلموسيقى الى اين وصل الجهل المغربي ,Non-Offensive
شنو يعني كل بنت يعني مومنة ترا اشوفون بلواطن العرابي اصبح الحجاب للاسف مودة ,Non-Offensive
@User.IDX المال السعودي يا قناة الخنزيرة سُخر لخدمة البلد في كل النواحي حتى اصبحت السعودية رقم (٩ ) على مستوى العالم عسكريا وسياسيا واقتصاديا وحكومة الحمدين صرفت أموالها للتآمر واثارة الفتن ودعم الإرهاب وخاصة ضد جيرانها ثم تحالفت مع الفرس والأتراك لينهبوا,Offensive
انت رحت تجيب تفاح مالقتش ولا ايه 😂 ,Non-Offensive
@User.IDX وش عرفكم بالاتفاقية الا اذا كنتم مشاركين فيها ,Non-Offensive
"@User.IDX منذ أختُلقت #قناة_الجزيرة الصهيونية عدوة السلم والأمن للحياة العامه #والفتنة تدق أوتادها في إرجاء العالم وكلابها يهرولون إلى طريق الجنون لإرتشاف لذة الفوضى والخراب يقدّمون بالأمل ألم وبالأوهام الدماء,تسعى عبر عُملائِها في الداخل والخارج بتصدير ا",Offensive
عزيزي عمر إذكر معك في المقطع الجاي حلب تحترق ,Non-Offensive
تخيلوا كده لو انا رئيسه دوله تقولش دولتى هتبقى جنه على الارض 😂😂 ,Non-Offensive
@User.IDX ههههههههههه اجل ٥ سنوات من اكتفاء الخضراوات... ياسلام على التخطيط بعيد المدى ... الآن بدأ التفكير... ولكن المدة السابقة الم يكن هناك تفكير اكتفاء... هههه دولة تبني تخطيطها على ردود أفعال فقط أحلق شنبي لو تم 😁😁😁 ,Non-Offensive
يعني هالفيديو وقلته واحد مش فاهم وجهة النظر ع رأي احمد مساد ,Non-Offensive
ودي اعرف شخصية خالدي الحقيقية 😂 ,Non-Offensive
يعطيك العافية وكلامك صح الصح والي بسمعلك عارف هالحكي نفسي انظر بنظرة متفائلة واحكي رح يتغير اشي ,Non-Offensive
@User.IDX @User.IDX يعمي قوله خليه يحرر اللي عنده ويوقف استعمار افريقيا وبعدين يتكلم هزلت والله كافر زي كذا ويحكم فينا ,Non-Offensive
الي بيلعب ببجي يخبط لايك ,Non-Offensive
@User.IDX كنت ذليلا امام مرسي يابلحه وسوف تعود ذليلا منكسر عما قريب 👇🏽 <url> ,Offensive
@User.IDX كذب قناة عربي كلنا نعلم انها قناة اخونجيه تتبع تركيا وقطر وضد السعودية وحلفائها الله من الكذب بهذي القناة ,Offensive
@User.IDX رباطة الجأش نصر أو شهادة✌ ,Non-Offensive
والله المقطع ماش 😂😂😂 و البورغمات ينحط فالكبة ,Non-Offensive
"التـعميم لـغه الجهــلاء يـآ بـن حـسين. فكلمـة (الرجـآل) كلمـة تنميطيـه تعميميه لآ يقولهـآ الا جـآهل أو صاحـب نـظره قـآصره. سـآره لم تـذكر واقـع أن المرأه معلمـه ودكتوره وباحـثه واستشاريـه وفي البنوك ويـوجد وظائف كثـير تنـآسب المـرأه وبعضها لا يناسب الرجـل ، فساره اولاً منفصله عن الواقع او بمعنى تسمم الـبئر او خلـطت الاوراق. اولاً عممتو ثانياً لم تذكرو نقـطه الرئيسيه وهي ان المرأه تعمل لـكن انـت قلتهـآ وهي اعترضت أن (بعض) النساء اللي طبـق الاصل من ساره ، وساره نفسها ( هم اعداء انفسهم) وهم اعداء المرأه وهم السبب الرئيسي لتخريب سمعت عمل المرأه وتعطيله وايضاً سبب لي ردات الفعل المعيقه (لبعض النساء) معنوياً واحياناً عملياً بسبب الاعمال الشاذه الممارسه في بيئه العمل التي لا يرضى فيها من لديه نسمه من الخوف على بناته. عنمـآ تـأتي وحده متغربه منسلخه من ثقافتها ودينها يارجل الحرام تعرفه وتفعله وهي تعرفه يفرق حتى عن الشخص اللي يقع في حرام ولكنه ساهي عنه او لم ينبه عليه او حتى لم يصحح له ما قام به او قامت عليه الحجه. هل بيئـه لها ضوابط وشروط وكونتراكت اجتماعي في بيئه عمل اجتماعيه نعمم ويجب ايضاً .. لان العمل اللي بضوابط لا اختلاف عليه ، ولكن ساره ومن هم على شاكلتها ومن يطبلون لها عن جهل هـم يريدون عمـل بدون اي ضوابط وشروط لا تحط من قيم نساها البعض. فالي يعمل وناسي ان عنده دين و وجابات لازم يطبقها في عمله هو المشكلة الرئيسيه وهو المتمرد الاساسي. العمل الذي لا يوجد فيه قيم. في هاذه الحاله العاهره هـي أخلص النـآس بعملهـآ. العمل هو للمحافظ وليس لي الفوضوي والمنسلخ من هويته. ساره اذا راضيه بانها تعمل وهي سفور وهي (مسلمه) (ومتحرره) فانها ستعمل باخلاص ولكـن باعت القيم اللي دينها امرها فيه. فاتمنا انو تفتح كـــل فرص العــمل للمــرأه الشريفه ولكـــن هـذا لن يتحقق الا بعـد ان ينتهــي امثـآل ساره. -- ",Non-Offensive
